"Any","Codi_Districte_baixa","Nom_Districte_baixa","Codi_Barri_baixa","Nom_Barri_baixa","Codi_Districte_alta","Nom_Districte_alta","Codi_Barri_alta","Nom_Barri_alta","Sexe","Nombre"
"2021","1","Ciutat Vella",1,"el Raval",1,"Ciutat Vella","1","el Raval","Dona",1053
"2021","1","Ciutat Vella",1,"el Raval",1,"Ciutat Vella","2","el Gòtic","Dona",164
"2021","1","Ciutat Vella",1,"el Raval",1,"Ciutat Vella","3","la Barceloneta","Dona",55
"2021","1","Ciutat Vella",1,"el Raval",1,"Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Dona",88
"2021","1","Ciutat Vella",1,"el Raval",2,"Eixample","5","el Fort Pienc","Dona",48
"2021","1","Ciutat Vella",1,"el Raval",2,"Eixample","6","la Sagrada Família","Dona",56
"2021","1","Ciutat Vella",1,"el Raval",2,"Eixample","7","la Dreta de l'Eixample","Dona",51
"2021","1","Ciutat Vella",1,"el Raval",2,"Eixample","8","l'Antiga Esquerra de l'Eixample","Dona",66
"2021","1","Ciutat Vella",1,"el Raval",2,"Eixample","9","la Nova Esquerra de l'Eixample","Dona",91
"2021","1","Ciutat Vella",1,"el Raval",2,"Eixample","10","Sant Antoni","Dona",210
"2021","1","Ciutat Vella",1,"el Raval",3,"Sants-Montjuïc","11","el Poble Sec","Dona",223
"2021","1","Ciutat Vella",1,"el Raval",3,"Sants-Montjuïc","12","la Marina del Prat Vermell","Dona",7
"2021","1","Ciutat Vella",1,"el Raval",3,"Sants-Montjuïc","13","la Marina de Port","Dona",30
"2021","1","Ciutat Vella",1,"el Raval",3,"Sants-Montjuïc","14","la Font de la Guatlla","Dona",16
"2021","1","Ciutat Vella",1,"el Raval",3,"Sants-Montjuïc","15","Hostafrancs","Dona",16
"2021","1","Ciutat Vella",1,"el Raval",3,"Sants-Montjuïc","16","la Bordeta","Dona",18
"2021","1","Ciutat Vella",1,"el Raval",3,"Sants-Montjuïc","17","Sants - Badal","Dona",19
"2021","1","Ciutat Vella",1,"el Raval",3,"Sants-Montjuïc","18","Sants","Dona",60
"2021","1","Ciutat Vella",1,"el Raval",4,"Les Corts","19","les Corts","Dona",24
"2021","1","Ciutat Vella",1,"el Raval",4,"Les Corts","20","la Maternitat i Sant Ramon","Dona",5
"2021","1","Ciutat Vella",1,"el Raval",4,"Les Corts","21","Pedralbes","Dona",2
"2021","1","Ciutat Vella",1,"el Raval",5,"Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Dona",2
"2021","1","Ciutat Vella",1,"el Raval",5,"Sarrià-Sant Gervasi","23","Sarrià","Dona",13
"2021","1","Ciutat Vella",1,"el Raval",5,"Sarrià-Sant Gervasi","24","les Tres Torres","Dona",1
"2021","1","Ciutat Vella",1,"el Raval",5,"Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Dona",14
"2021","1","Ciutat Vella",1,"el Raval",5,"Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Dona",15
"2021","1","Ciutat Vella",1,"el Raval",5,"Sarrià-Sant Gervasi","27","el Putget i Farró","Dona",12
"2021","1","Ciutat Vella",1,"el Raval",6,"Gràcia","28","Vallcarca i els Penitents","Dona",13
"2021","1","Ciutat Vella",1,"el Raval",6,"Gràcia","29","el Coll","Dona",9
"2021","1","Ciutat Vella",1,"el Raval",6,"Gràcia","30","la Salut","Dona",5
"2021","1","Ciutat Vella",1,"el Raval",6,"Gràcia","31","Vila de Gràcia","Dona",68
"2021","1","Ciutat Vella",1,"el Raval",6,"Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Dona",29
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","33","el Baix Guinardó","Dona",13
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","34","Can Baró","Dona",9
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","35","el Guinardó","Dona",29
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","36","la Font d'en Fargues","Dona",3
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","37","el Carmel","Dona",17
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","38","la Teixonera","Dona",5
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","39","Sant Genís dels Agudells","Dona",2
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","40","Montbau","Dona",4
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","41","la Vall d'Hebron","Dona",1
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","42","la Clota","Dona",1
"2021","1","Ciutat Vella",1,"el Raval",7,"Horta-Guinardó","43","Horta","Dona",18
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","44","Vilapicina i la Torre Llobeta","Dona",9
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","45","Porta","Dona",10
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","46","el Turó de la Peira","Dona",3
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","47","Can Peguera","Dona",2
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","48","la Guineueta","Dona",5
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","49","Canyelles","Dona",4
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","50","les Roquetes","Dona",9
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","51","Verdun","Dona",5
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","52","la Prosperitat","Dona",5
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","53","la Trinitat Nova","Dona",0
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","54","Torre Baró","Dona",2
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","55","Ciutat Meridiana","Dona",1
"2021","1","Ciutat Vella",1,"el Raval",8,"Nou Barris","56","Vallbona","Dona",1
"2021","1","Ciutat Vella",1,"el Raval",9,"Sant Andreu","57","la Trinitat Vella","Dona",6
"2021","1","Ciutat Vella",1,"el Raval",9,"Sant Andreu","58","Baró de Viver","Dona",0
"2021","1","Ciutat Vella",1,"el Raval",9,"Sant Andreu","59","el Bon Pastor","Dona",8
"2021","1","Ciutat Vella",1,"el Raval",9,"Sant Andreu","60","Sant Andreu","Dona",16
"2021","1","Ciutat Vella",1,"el Raval",9,"Sant Andreu","61","la Sagrera","Dona",13
"2021","1","Ciutat Vella",1,"el Raval",9,"Sant Andreu","62","el Congrés i els Indians","Dona",5
"2021","1","Ciutat Vella",1,"el Raval",9,"Sant Andreu","63","Navas","Dona",13
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","64","Camp de l'Arpa del Clot","Dona",45
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","65","el Clot","Dona",13
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","66","el Parc i la Llacuna del Poblenou","Dona",24
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","67","la Vila Olímpica del Poblenou","Dona",8
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","68","el Poblenou","Dona",25
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Dona",4
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","70","el Besòs i el Maresme","Dona",29
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","71","Provençals del Poblenou","Dona",12
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","72","Sant Martí de Provençals","Dona",8
"2021","1","Ciutat Vella",1,"el Raval",10,"Sant Martí","73","la Verneda i la Pau","Dona",22
"2021","1","Ciutat Vella",2,"el Barri Gòtic",1,"Ciutat Vella","1","el Raval","Dona",181
"2021","1","Ciutat Vella",2,"el Barri Gòtic",1,"Ciutat Vella","2","el Gòtic","Dona",180
"2021","1","Ciutat Vella",2,"el Barri Gòtic",1,"Ciutat Vella","3","la Barceloneta","Dona",33
"2021","1","Ciutat Vella",2,"el Barri Gòtic",1,"Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Dona",102
"2021","1","Ciutat Vella",2,"el Barri Gòtic",2,"Eixample","5","el Fort Pienc","Dona",36
"2021","1","Ciutat Vella",2,"el Barri Gòtic",2,"Eixample","6","la Sagrada Família","Dona",35
"2021","1","Ciutat Vella",2,"el Barri Gòtic",2,"Eixample","7","la Dreta de l'Eixample","Dona",65
"2021","1","Ciutat Vella",2,"el Barri Gòtic",2,"Eixample","8","l'Antiga Esquerra de l'Eixample","Dona",43
"2021","1","Ciutat Vella",2,"el Barri Gòtic",2,"Eixample","9","la Nova Esquerra de l'Eixample","Dona",27
"2021","1","Ciutat Vella",2,"el Barri Gòtic",2,"Eixample","10","Sant Antoni","Dona",38
"2021","1","Ciutat Vella",2,"el Barri Gòtic",3,"Sants-Montjuïc","11","el Poble Sec","Dona",54
"2021","1","Ciutat Vella",2,"el Barri Gòtic",3,"Sants-Montjuïc","12","la Marina del Prat Vermell","Dona",1
"2021","1","Ciutat Vella",2,"el Barri Gòtic",3,"Sants-Montjuïc","13","la Marina de Port","Dona",12
"2021","1","Ciutat Vella",2,"el Barri Gòtic",3,"Sants-Montjuïc","14","la Font de la Guatlla","Dona",11
"2021","1","Ciutat Vella",2,"el Barri Gòtic",3,"Sants-Montjuïc","15","Hostafrancs","Dona",12
"2021","1","Ciutat Vella",2,"el Barri Gòtic",3,"Sants-Montjuïc","16","la Bordeta","Dona",11
"2021","1","Ciutat Vella",2,"el Barri Gòtic",3,"Sants-Montjuïc","17","Sants - Badal","Dona",9
"2021","1","Ciutat Vella",2,"el Barri Gòtic",3,"Sants-Montjuïc","18","Sants","Dona",16
"2021","1","Ciutat Vella",2,"el Barri Gòtic",4,"Les Corts","19","les Corts","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",4,"Les Corts","20","la Maternitat i Sant Ramon","Dona",4
"2021","1","Ciutat Vella",2,"el Barri Gòtic",4,"Les Corts","21","Pedralbes","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",5,"Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Dona",3
"2021","1","Ciutat Vella",2,"el Barri Gòtic",5,"Sarrià-Sant Gervasi","23","Sarrià","Dona",5
"2021","1","Ciutat Vella",2,"el Barri Gòtic",5,"Sarrià-Sant Gervasi","24","les Tres Torres","Dona",3
"2021","1","Ciutat Vella",2,"el Barri Gòtic",5,"Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Dona",6
"2021","1","Ciutat Vella",2,"el Barri Gòtic",5,"Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Dona",9
"2021","1","Ciutat Vella",2,"el Barri Gòtic",5,"Sarrià-Sant Gervasi","27","el Putget i Farró","Dona",9
"2021","1","Ciutat Vella",2,"el Barri Gòtic",6,"Gràcia","28","Vallcarca i els Penitents","Dona",9
"2021","1","Ciutat Vella",2,"el Barri Gòtic",6,"Gràcia","29","el Coll","Dona",8
"2021","1","Ciutat Vella",2,"el Barri Gòtic",6,"Gràcia","30","la Salut","Dona",7
"2021","1","Ciutat Vella",2,"el Barri Gòtic",6,"Gràcia","31","Vila de Gràcia","Dona",42
"2021","1","Ciutat Vella",2,"el Barri Gòtic",6,"Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Dona",20
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","33","el Baix Guinardó","Dona",6
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","34","Can Baró","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","35","el Guinardó","Dona",13
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","36","la Font d'en Fargues","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","37","el Carmel","Dona",6
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","38","la Teixonera","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","39","Sant Genís dels Agudells","Dona",6
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","40","Montbau","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","41","la Vall d'Hebron","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","42","la Clota","Dona",0
"2021","1","Ciutat Vella",2,"el Barri Gòtic",7,"Horta-Guinardó","43","Horta","Dona",4
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","44","Vilapicina i la Torre Llobeta","Dona",9
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","45","Porta","Dona",1
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","46","el Turó de la Peira","Dona",5
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","47","Can Peguera","Dona",0
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","48","la Guineueta","Dona",4
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","49","Canyelles","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","50","les Roquetes","Dona",0
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","51","Verdun","Dona",4
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","52","la Prosperitat","Dona",4
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","53","la Trinitat Nova","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","54","Torre Baró","Dona",0
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","55","Ciutat Meridiana","Dona",6
"2021","1","Ciutat Vella",2,"el Barri Gòtic",8,"Nou Barris","56","Vallbona","Dona",0
"2021","1","Ciutat Vella",2,"el Barri Gòtic",9,"Sant Andreu","57","la Trinitat Vella","Dona",1
"2021","1","Ciutat Vella",2,"el Barri Gòtic",9,"Sant Andreu","58","Baró de Viver","Dona",0
"2021","1","Ciutat Vella",2,"el Barri Gòtic",9,"Sant Andreu","59","el Bon Pastor","Dona",3
"2021","1","Ciutat Vella",2,"el Barri Gòtic",9,"Sant Andreu","60","Sant Andreu","Dona",7
"2021","1","Ciutat Vella",2,"el Barri Gòtic",9,"Sant Andreu","61","la Sagrera","Dona",4
"2021","1","Ciutat Vella",2,"el Barri Gòtic",9,"Sant Andreu","62","el Congrés i els Indians","Dona",6
"2021","1","Ciutat Vella",2,"el Barri Gòtic",9,"Sant Andreu","63","Navas","Dona",2
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","64","Camp de l'Arpa del Clot","Dona",18
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","65","el Clot","Dona",9
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","66","el Parc i la Llacuna del Poblenou","Dona",20
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","67","la Vila Olímpica del Poblenou","Dona",6
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","68","el Poblenou","Dona",21
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Dona",7
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","70","el Besòs i el Maresme","Dona",13
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","71","Provençals del Poblenou","Dona",9
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","72","Sant Martí de Provençals","Dona",5
"2021","1","Ciutat Vella",2,"el Barri Gòtic",10,"Sant Martí","73","la Verneda i la Pau","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",1,"Ciutat Vella","1","el Raval","Dona",34
"2021","1","Ciutat Vella",3,"la Barceloneta",1,"Ciutat Vella","2","el Gòtic","Dona",30
"2021","1","Ciutat Vella",3,"la Barceloneta",1,"Ciutat Vella","3","la Barceloneta","Dona",273
"2021","1","Ciutat Vella",3,"la Barceloneta",1,"Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Dona",47
"2021","1","Ciutat Vella",3,"la Barceloneta",2,"Eixample","5","el Fort Pienc","Dona",31
"2021","1","Ciutat Vella",3,"la Barceloneta",2,"Eixample","6","la Sagrada Família","Dona",29
"2021","1","Ciutat Vella",3,"la Barceloneta",2,"Eixample","7","la Dreta de l'Eixample","Dona",23
"2021","1","Ciutat Vella",3,"la Barceloneta",2,"Eixample","8","l'Antiga Esquerra de l'Eixample","Dona",24
"2021","1","Ciutat Vella",3,"la Barceloneta",2,"Eixample","9","la Nova Esquerra de l'Eixample","Dona",21
"2021","1","Ciutat Vella",3,"la Barceloneta",2,"Eixample","10","Sant Antoni","Dona",17
"2021","1","Ciutat Vella",3,"la Barceloneta",3,"Sants-Montjuïc","11","el Poble Sec","Dona",32
"2021","1","Ciutat Vella",3,"la Barceloneta",3,"Sants-Montjuïc","12","la Marina del Prat Vermell","Dona",1
"2021","1","Ciutat Vella",3,"la Barceloneta",3,"Sants-Montjuïc","13","la Marina de Port","Dona",2
"2021","1","Ciutat Vella",3,"la Barceloneta",3,"Sants-Montjuïc","14","la Font de la Guatlla","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",3,"Sants-Montjuïc","15","Hostafrancs","Dona",6
"2021","1","Ciutat Vella",3,"la Barceloneta",3,"Sants-Montjuïc","16","la Bordeta","Dona",2
"2021","1","Ciutat Vella",3,"la Barceloneta",3,"Sants-Montjuïc","17","Sants - Badal","Dona",7
"2021","1","Ciutat Vella",3,"la Barceloneta",3,"Sants-Montjuïc","18","Sants","Dona",12
"2021","1","Ciutat Vella",3,"la Barceloneta",4,"Les Corts","19","les Corts","Dona",8
"2021","1","Ciutat Vella",3,"la Barceloneta",4,"Les Corts","20","la Maternitat i Sant Ramon","Dona",5
"2021","1","Ciutat Vella",3,"la Barceloneta",4,"Les Corts","21","Pedralbes","Dona",1
"2021","1","Ciutat Vella",3,"la Barceloneta",5,"Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",5,"Sarrià-Sant Gervasi","23","Sarrià","Dona",9
"2021","1","Ciutat Vella",3,"la Barceloneta",5,"Sarrià-Sant Gervasi","24","les Tres Torres","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",5,"Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",5,"Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Dona",8
"2021","1","Ciutat Vella",3,"la Barceloneta",5,"Sarrià-Sant Gervasi","27","el Putget i Farró","Dona",14
"2021","1","Ciutat Vella",3,"la Barceloneta",6,"Gràcia","28","Vallcarca i els Penitents","Dona",5
"2021","1","Ciutat Vella",3,"la Barceloneta",6,"Gràcia","29","el Coll","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",6,"Gràcia","30","la Salut","Dona",10
"2021","1","Ciutat Vella",3,"la Barceloneta",6,"Gràcia","31","Vila de Gràcia","Dona",23
"2021","1","Ciutat Vella",3,"la Barceloneta",6,"Gràcia","32","el Camp d'en Grassot i Gràcia Nova","Dona",15
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","33","el Baix Guinardó","Dona",7
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","34","Can Baró","Dona",2
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","35","el Guinardó","Dona",9
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","36","la Font d'en Fargues","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","37","el Carmel","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","38","la Teixonera","Dona",1
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","39","Sant Genís dels Agudells","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","40","Montbau","Dona",1
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","41","la Vall d'Hebron","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","42","la Clota","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",7,"Horta-Guinardó","43","Horta","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","44","Vilapicina i la Torre Llobeta","Dona",6
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","45","Porta","Dona",2
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","46","el Turó de la Peira","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","47","Can Peguera","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","48","la Guineueta","Dona",2
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","49","Canyelles","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","50","les Roquetes","Dona",4
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","51","Verdun","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","52","la Prosperitat","Dona",2
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","53","la Trinitat Nova","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","54","Torre Baró","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","55","Ciutat Meridiana","Dona",1
"2021","1","Ciutat Vella",3,"la Barceloneta",8,"Nou Barris","56","Vallbona","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",9,"Sant Andreu","57","la Trinitat Vella","Dona",1
"2021","1","Ciutat Vella",3,"la Barceloneta",9,"Sant Andreu","58","Baró de Viver","Dona",0
"2021","1","Ciutat Vella",3,"la Barceloneta",9,"Sant Andreu","59","el Bon Pastor","Dona",5
"2021","1","Ciutat Vella",3,"la Barceloneta",9,"Sant Andreu","60","Sant Andreu","Dona",13
"2021","1","Ciutat Vella",3,"la Barceloneta",9,"Sant Andreu","61","la Sagrera","Dona",9
"2021","1","Ciutat Vella",3,"la Barceloneta",9,"Sant Andreu","62","el Congrés i els Indians","Dona",2
"2021","1","Ciutat Vella",3,"la Barceloneta",9,"Sant Andreu","63","Navas","Dona",10
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","64","Camp de l'Arpa del Clot","Dona",17
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","65","el Clot","Dona",6
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","66","el Parc i la Llacuna del Poblenou","Dona",16
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","67","la Vila Olímpica del Poblenou","Dona",11
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","68","el Poblenou","Dona",41
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou","Dona",3
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","70","el Besòs i el Maresme","Dona",12
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","71","Provençals del Poblenou","Dona",14
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","72","Sant Martí de Provençals","Dona",7
"2021","1","Ciutat Vella",3,"la Barceloneta",10,"Sant Martí","73","la Verneda i la Pau","Dona",2
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella","1","el Raval","Dona",99
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella","2","el Gòtic","Dona",101
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella","3","la Barceloneta","Dona",42
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera","Dona",246
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",2,"Eixample","5","el Fort Pienc","Dona",61
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",2,"Eixample","6","la Sagrada Família","Dona",34
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",2,"Eixample","7","la Dreta de l'Eixample","Dona",73
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",2,"Eixample","8","l'Antiga Esquerra de l'Eixample","Dona",34
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",2,"Eixample","9","la Nova Esquerra de l'Eixample","Dona",35
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",2,"Eixample","10","Sant Antoni","Dona",41
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",3,"Sants-Montjuïc","11","el Poble Sec","Dona",45
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",3,"Sants-Montjuïc","12","la Marina del Prat Vermell","Dona",0
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",3,"Sants-Montjuïc","13","la Marina de Port","Dona",5
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",3,"Sants-Montjuïc","14","la Font de la Guatlla","Dona",4
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",3,"Sants-Montjuïc","15","Hostafrancs","Dona",11
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",3,"Sants-Montjuïc","16","la Bordeta","Dona",2
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",3,"Sants-Montjuïc","17","Sants - Badal","Dona",9
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",3,"Sants-Montjuïc","18","Sants","Dona",12
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",4,"Les Corts","19","les Corts","Dona",5
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",4,"Les Corts","20","la Maternitat i Sant Ramon","Dona",2
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",4,"Les Corts","21","Pedralbes","Dona",4
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",5,"Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes","Dona",2
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",5,"Sarrià-Sant Gervasi","23","Sarrià","Dona",6
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",5,"Sarrià-Sant Gervasi","24","les Tres Torres","Dona",3
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",5,"Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova","Dona",13
"2021","1","Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",5,"Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","Dona",19
